Sr. No.,EmpID,Attendance Code,FName,Branch Code,Department Name,Division Name,Grade Code,Designation Name,Direct/Indirect,Roster,Attendance Date,In Time,Out Time,Total Hours,OT Hours,Late Hours,Application Status,Final Status,Attendance Type
160,33187,33187,Jennifer Blake,P003,Finance,Support,C2,Manager,t,Working Day (G),27/02/2025,12:10 PM,07:55 PM,6.45,0.7,0.38,,Absent,Full Day
161,42161,42161,Steven Moore,P002,Quality,Support,C1,Supervisor,t,Weekend,09/03/2025,05:01 AM,01:34 PM,7.08,0.04,0.62,,Present,Half Day
162,38061,38061,Melissa Garcia,P003,Quality,Recruitment,C5,Engineer,t,Working Day (G),03/03/2025,02:52 AM,11:58 PM,8.67,0.64,0.55,,Present,Full Day
163,39394,39394,Ricky Reynolds,P001,HR,Warranty,C5,Executive,t,Holiday,26/02/2025,05:45 PM,02:27 AM,8.16,1.32,0.75,,Leave,Half Day
164,32686,32686,John Washington,P002,Finance,Recruitment,C5,Engineer,t,Holiday,13/03/2025,06:17 PM,06:21 PM,7.82,1.48,0.59,,Leave,Full Day
165,35484,35484,Maria Herrera,P002,Production,Manufacturing,C4,Engineer,t,Weekend,15/03/2025,03:39 PM,07:37 AM,6.35,0.75,0.24,,Absent Half Day,Half Day
166,40265,40265,Lori Davidson,P003,IT,Manufacturing,C2,Manager,t,Working Day (G),17/03/2025,10:06 AM,10:29 PM,6.62,0.81,0.37,,Leave,Leave
167,34390,34390,Angela Morton,P003,Finance,Support,C5,Supervisor,t,Weekend,06/03/2025,08:24 PM,01:24 AM,6.64,0.55,0.83,,Leave,Leave
168,44646,44646,Daniel Montoya,P001,Quality,Support,C2,Executive,t,Weekend,21/03/2025,07:07 PM,05:46 PM,7.39,1.85,0.46,,Leave,Half Day
169,42731,42731,Beverly Carr,P004,Quality,Accounting,C3,Manager,t,Working Day (G),02/03/2025,11:33 PM,10:59 AM,7.61,1.58,0.6,,Present,Full Day
170,42319,42319,Andrew Green,P003,HR,Warranty,C1,Engineer,t,Working Day (G),22/03/2025,12:01 AM,08:06 AM,8.61,1.92,0.99,,Absent,Leave
171,35738,35738,Miguel Mathis,P004,Finance,Accounting,C1,DM,t,Weekend,17/03/2025,03:58 PM,05:47 AM,8.69,1.52,0.87,,Absent Half Day,Full Day
172,37613,37613,Tiffany Barnett,P001,Finance,Warranty,C3,Manager,t,Holiday,07/03/2025,03:31 PM,10:42 AM,7.72,0.91,0.09,,Leave,Full Day
173,32858,32858,Daniel Harmon,P005,Quality,Warranty,C1,Supervisor,t,Holiday,07/03/2025,11:54 AM,08:38 AM,6.93,0.08,0.42,,Present,Leave
174,41290,41290,Oscar Winters,P002,IT,Accounting,C5,Engineer,t,Weekend,19/03/2025,07:07 PM,04:27 PM,8.12,1.08,0.54,,Absent Half Day,Half Day
175,46876,46876,Sandra Vega,P002,Production,Accounting,C1,DM,t,Weekend,24/03/2025,10:58 AM,09:05 AM,7.96,1.54,0.97,,Present,Leave
176,46127,46127,Robert Miller,P001,Production,Support,C1,Executive,t,Holiday,07/03/2025,12:18 AM,09:34 AM,6.14,1.71,0.53,,Present,Leave
177,49196,49196,Andrea Rodriguez,P002,Production,Support,C4,Manager,t,Holiday,19/03/2025,03:42 PM,10:31 AM,8.17,0.83,0.17,,Absent Half Day,Full Day
178,49116,49116,Luis Smith,P001,IT,Support,C3,Manager,t,Working Day (G),11/03/2025,11:59 PM,11:39 PM,7.76,1.78,0.96,,Absent,Full Day
179,48307,48307,Emily Mcdowell,P003,Production,Support,C1,Supervisor,t,Weekend,17/03/2025,10:51 AM,04:08 AM,8.21,1.23,0.9,,Leave,Half Day
180,37735,37735,Richard Weber,P001,Quality,Support,C4,Executive,t,Working Day (G),10/03/2025,01:58 PM,08:18 PM,7.25,1.97,0.6,,Absent Half Day,Leave
181,35850,35850,Danielle Barnett,P003,IT,Support,C4,Manager,t,Weekend,11/03/2025,12:37 AM,03:34 AM,6.74,1.15,0.52,,Leave,Leave
182,38118,38118,Darrell Cruz,P004,Production,Manufacturing,C5,Executive,t,Working Day (G),06/03/2025,03:11 AM,11:23 AM,6.56,1.66,0.79,,Leave,Leave
183,42226,42226,David Owens,P002,IT,Warranty,C1,Executive,t,Holiday,25/03/2025,08:38 AM,02:06 AM,6.82,1.94,0.89,,Absent Half Day,Half Day
184,36625,36625,Joseph Murphy,P003,Production,Recruitment,C4,Manager,t,Holiday,17/03/2025,06:11 AM,05:45 PM,6.31,0.62,0.65,,Leave,Full Day
185,42021,42021,Katelyn Johnson,P005,Finance,Warranty,C2,Engineer,t,Working Day (G),13/03/2025,09:42 PM,12:40 PM,7.02,0.16,0.19,,Absent Half Day,Half Day
186,43595,43595,Jenny Holland,P005,Production,Warranty,C4,Manager,t,Weekend,27/02/2025,11:12 AM,05:57 PM,6.71,1.43,0.81,,Present,Half Day
187,44276,44276,Cynthia Peters,P003,Finance,Recruitment,C3,Manager,t,Weekend,10/03/2025,12:46 PM,07:26 AM,6.4,1.21,0.39,,Absent Half Day,Full Day
188,34703,34703,Ricardo Mejia,P004,Finance,Accounting,C5,DM,t,Holiday,11/03/2025,11:26 PM,06:16 PM,7.73,1.67,0.04,,Present,Full Day
189,37813,37813,Christian Ponce,P004,HR,Support,C4,Executive,t,Working Day (G),18/03/2025,11:17 AM,05:16 PM,7.26,0.95,0.27,,Absent Half Day,Leave
190,38819,38819,Sarah Mayo,P005,Finance,Accounting,C3,Executive,t,Holiday,05/03/2025,02:57 AM,03:54 AM,7.23,0.46,0.26,,Absent,Half Day
191,45506,45506,Jeffrey Weiss,P004,Quality,Accounting,C1,Executive,t,Working Day (G),12/03/2025,02:37 PM,01:58 AM,6.81,1.0,0.16,,Present,Half Day
192,47569,47569,Timothy Gardner,P003,Production,Recruitment,C5,Executive,t,Holiday,23/03/2025,10:43 PM,03:10 AM,6.87,0.68,0.15,,Leave,Half Day
193,47044,47044,Jeffrey Johnson,P001,Production,Warranty,C2,Supervisor,t,Working Day (G),20/03/2025,01:30 PM,12:13 AM,8.55,0.73,0.0,,Present,Leave
194,38965,38965,Michael Williams,P003,Quality,Warranty,C3,Supervisor,t,Weekend,01/03/2025,10:44 PM,12:21 AM,8.8,0.85,0.0,,Present,Half Day
195,47875,47875,William Rodriguez,P001,Production,Warranty,C1,DM,t,Holiday,04/03/2025,11:20 PM,01:29 AM,7.59,0.88,0.12,,Leave,Half Day
196,39556,39556,Steven Taylor,P005,HR,Support,C4,Engineer,t,Holiday,01/03/2025,04:45 PM,10:35 AM,6.67,0.17,0.9,,Absent,Full Day
197,34255,34255,Amber Sellers,P003,Finance,Support,C4,DM,t,Holiday,25/02/2025,04:54 AM,02:03 PM,7.32,1.88,0.08,,Present,Leave
198,40840,40840,Monica Johns,P004,Finance,Support,C2,Supervisor,t,Holiday,04/03/2025,01:55 PM,07:50 AM,8.61,1.44,0.33,,Absent,Half Day
199,43810,43810,Sara Salazar,P002,HR,Support,C1,DM,t,Weekend,09/03/2025,11:13 AM,06:55 PM,7.06,1.86,0.76,,Present,Half Day
200,36949,36949,James Bentley,P005,HR,Accounting,C4,Engineer,t,Weekend,14/03/2025,06:05 PM,01:40 PM,8.53,1.96,0.47,,Absent Half Day,Half Day
201,35996,35996,Amy Williams,P005,Finance,Accounting,C3,Manager,t,Working Day (G),28/02/2025,11:15 AM,06:08 PM,7.07,1.39,0.39,,Absent Half Day,Leave
202,43970,43970,Christopher Anderson,P003,Production,Warranty,C1,Engineer,t,Holiday,24/03/2025,02:08 AM,12:01 PM,8.07,0.63,0.31,,Absent Half Day,Leave
203,43252,43252,Christian Nelson,P004,Finance,Warranty,C4,DM,t,Working Day (G),28/02/2025,09:10 PM,08:54 AM,7.03,1.36,0.62,,Absent Half Day,Leave
204,45985,45985,Logan Moore,P002,Production,Accounting,C4,DM,t,Weekend,24/03/2025,01:46 AM,04:20 AM,8.82,0.4,0.67,,Present,Half Day
205,37458,37458,Frank Randolph,P004,Finance,Warranty,C2,Supervisor,t,Working Day (G),12/03/2025,08:46 AM,12:50 AM,8.13,1.23,0.53,,Absent,Full Day
206,47884,47884,Sara White,P003,IT,Warranty,C5,Supervisor,t,Working Day (G),19/03/2025,12:03 PM,06:24 PM,7.27,1.88,0.45,,Present,Half Day
207,40503,40503,Jaclyn Palmer,P002,Production,Accounting,C2,Executive,t,Working Day (G),11/03/2025,01:13 PM,05:32 PM,7.16,0.54,0.33,,Absent Half Day,Full Day
208,42506,42506,Jennifer Campbell,P002,Finance,Accounting,C5,Engineer,t,Working Day (G),01/03/2025,06:16 PM,04:16 PM,6.87,1.56,0.99,,Leave,Half Day
209,46606,46606,Michael Reese,P001,Finance,Accounting,C3,DM,t,Weekend,11/03/2025,11:26 PM,03:52 AM,7.89,1.51,0.48,,Absent,Leave
210,41999,41999,Angela Ball,P003,HR,Support,C4,Executive,t,Working Day (G),14/03/2025,02:09 PM,12:52 PM,6.42,1.7,0.22,,Absent Half Day,Full Day
211,41333,41333,Thomas Zhang,P005,Production,Recruitment,C5,Executive,t,Holiday,20/03/2025,02:13 AM,04:37 PM,8.65,1.57,0.28,,Leave,Full Day
212,31921,31921,Richard Baker,P005,Production,Accounting,C5,Executive,t,Holiday,19/03/2025,06:52 PM,05:45 PM,7.94,1.81,0.26,,Present,Half Day
213,35358,35358,David Taylor,P002,HR,Accounting,C1,Manager,t,Holiday,10/03/2025,11:39 PM,11:09 AM,7.33,1.55,0.9,,Leave,Leave
214,42900,42900,Renee Rivera,P002,Production,Accounting,C3,Supervisor,t,Holiday,24/03/2025,08:41 AM,11:54 AM,7.13,0.43,0.39,,Leave,Leave
215,32019,32019,Aaron Young,P001,HR,Recruitment,C3,Executive,t,Weekend,05/03/2025,05:21 PM,11:19 AM,6.98,1.38,0.01,,Leave,Full Day
216,49830,49830,John Smith,P002,HR,Warranty,C2,Supervisor,t,Holiday,28/02/2025,12:17 PM,05:31 AM,7.5,0.08,0.24,,Absent Half Day,Half Day
217,44290,44290,Curtis Flores,P002,IT,Accounting,C3,Manager,t,Weekend,20/03/2025,06:25 AM,10:59 PM,6.02,0.72,0.26,,Absent,Leave
218,30318,30318,Frank Fowler,P004,IT,Warranty,C1,Engineer,t,Weekend,19/03/2025,08:23 AM,12:15 PM,6.6,1.29,0.47,,Absent,Half Day
219,48017,48017,Jamie Rose,P004,IT,Accounting,C5,Manager,t,Holiday,18/03/2025,11:12 AM,10:40 PM,8.02,1.81,0.79,,Absent,Half Day
220,37650,37650,Gary Nichols,P003,Quality,Warranty,C5,DM,t,Holiday,16/03/2025,07:52 PM,06:28 PM,6.25,1.31,0.79,,Absent Half Day,Half Day
221,32056,32056,Michael Taylor,P003,IT,Support,C2,DM,t,Working Day (G),14/03/2025,02:46 PM,04:54 PM,6.9,1.35,0.4,,Leave,Half Day
222,39753,39753,James Davis,P001,Finance,Warranty,C2,DM,t,Weekend,28/02/2025,06:03 PM,06:48 AM,6.67,1.75,0.41,,Leave,Half Day
223,40220,40220,Tammy Rogers,P003,IT,Warranty,C3,Executive,t,Holiday,22/03/2025,01:14 AM,07:59 PM,7.6,0.04,0.21,,Present,Full Day
224,47686,47686,Curtis Cunningham,P001,Production,Recruitment,C3,Executive,t,Working Day (G),03/03/2025,06:37 PM,06:07 AM,8.27,1.17,0.66,,Absent,Leave
225,42942,42942,Jessica Roberts,P005,HR,Accounting,C4,Executive,t,Holiday,11/03/2025,10:34 PM,08:13 AM,7.07,0.92,0.78,,Absent,Full Day
226,34702,34702,Mariah Ferguson,P005,IT,Support,C2,Engineer,t,Holiday,28/02/2025,06:50 AM,05:46 AM,6.42,1.35,0.52,,Leave,Full Day
227,36414,36414,Cheryl Miles,P001,HR,Manufacturing,C2,Engineer,t,Working Day (G),27/02/2025,02:36 PM,05:52 AM,6.42,1.42,0.46,,Absent,Leave
228,43395,43395,Nicole James,P004,Production,Manufacturing,C5,Manager,t,Working Day (G),15/03/2025,02:50 PM,01:32 AM,9.0,0.89,0.54,,Present,Full Day
229,47205,47205,Joshua Williams,P001,HR,Recruitment,C5,Executive,t,Working Day (G),28/02/2025,03:03 PM,01:21 AM,6.01,1.82,0.53,,Absent,Half Day
230,41444,41444,Zachary King,P003,Finance,Accounting,C2,Engineer,t,Working Day (G),27/02/2025,08:49 AM,09:00 PM,7.66,0.05,0.3,,Leave,Half Day
231,45920,45920,Kelly Campbell,P003,Production,Support,C1,Engineer,t,Weekend,10/03/2025,11:36 AM,10:15 PM,8.34,1.53,0.86,,Absent Half Day,Half Day
232,44720,44720,Jeffrey Jones,P004,Production,Manufacturing,C2,DM,t,Weekend,26/02/2025,09:22 AM,08:12 AM,8.14,0.74,0.12,,Absent,Leave
233,49935,49935,Steven White,P003,IT,Manufacturing,C4,Supervisor,t,Holiday,15/03/2025,07:18 AM,02:14 PM,6.79,1.72,0.38,,Leave,Full Day
234,34200,34200,Jacqueline Kelley,P001,Quality,Support,C3,DM,t,Working Day (G),13/03/2025,02:23 AM,02:42 PM,8.51,1.95,0.07,,Leave,Full Day
235,31353,31353,Kyle Winters,P001,Production,Accounting,C2,Manager,t,Weekend,24/03/2025,06:15 PM,01:54 PM,7.27,1.37,0.15,,Absent Half Day,Half Day
236,35666,35666,Joy Calhoun,P002,Finance,Manufacturing,C1,Manager,t,Weekend,22/03/2025,11:16 AM,05:20 AM,6.69,0.0,0.76,,Absent,Leave
237,47593,47593,Richard Barrett,P004,Production,Accounting,C1,Manager,t,Working Day (G),16/03/2025,05:21 AM,06:47 AM,6.61,1.67,0.82,,Absent Half Day,Leave
238,49673,49673,Keith Dickerson,P004,HR,Accounting,C4,Executive,t,Working Day (G),03/03/2025,04:49 PM,04:57 PM,6.21,0.64,0.42,,Leave,Leave
239,38244,38244,Steven Brown,P004,HR,Accounting,C5,Manager,t,Weekend,15/03/2025,01:28 AM,11:08 PM,8.83,0.28,0.03,,Absent,Full Day
240,32447,32447,Jacqueline Johnson,P001,IT,Support,C2,Supervisor,t,Working Day (G),20/03/2025,06:39 PM,01:41 PM,7.22,1.72,0.05,,Absent Half Day,Full Day
241,37477,37477,Victoria Jones,P003,Quality,Warranty,C4,DM,t,Weekend,17/03/2025,07:12 PM,12:05 PM,8.7,0.82,0.46,,Leave,Leave
242,41788,41788,Ronald Hill,P002,Finance,Support,C1,Supervisor,t,Weekend,21/03/2025,05:39 AM,12:52 AM,6.18,0.29,0.26,,Present,Leave
243,49172,49172,Maria Cummings,P001,IT,Warranty,C4,Supervisor,t,Working Day (G),22/03/2025,06:47 AM,12:27 AM,7.12,1.43,0.21,,Leave,Leave
244,30329,30329,Jade Weaver,P005,HR,Support,C3,Supervisor,t,Working Day (G),08/03/2025,10:38 AM,08:53 PM,8.66,1.3,0.4,,Leave,Half Day
245,37255,37255,Mackenzie Wade,P002,Finance,Manufacturing,C2,DM,t,Weekend,09/03/2025,04:03 PM,03:53 AM,6.07,1.45,0.4,,Present,Full Day
246,47381,47381,Jasmine Bishop,P001,Quality,Support,C1,Supervisor,t,Weekend,25/02/2025,05:40 PM,12:05 AM,6.2,1.94,0.27,,Present,Half Day
247,43846,43846,Shane Pugh,P004,Quality,Recruitment,C4,Executive,t,Weekend,04/03/2025,10:14 AM,08:37 AM,7.01,0.33,0.9,,Absent,Full Day
248,37636,37636,Norman Brooks,P004,Quality,Recruitment,C4,DM,t,Working Day (G),25/03/2025,09:10 PM,02:49 PM,8.17,1.13,0.89,,Leave,Leave
249,35334,35334,Miguel Mendoza,P003,Finance,Support,C3,DM,t,Weekend,20/03/2025,08:16 PM,12:33 AM,6.51,0.83,0.95,,Present,Leave
250,33823,33823,Stephen Vasquez,P003,Quality,Manufacturing,C2,Engineer,t,Weekend,08/03/2025,04:52 PM,03:21 PM,6.06,0.14,0.07,,Absent Half Day,Full Day
251,31944,31944,Aaron Snyder,P002,Production,Manufacturing,C5,Supervisor,t,Working Day (G),09/03/2025,06:55 PM,08:50 AM,8.03,0.26,0.09,,Absent Half Day,Full Day
252,49836,49836,Christopher Mckay,P005,HR,Manufacturing,C5,Executive,t,Working Day (G),27/02/2025,05:06 PM,09:13 AM,8.19,0.56,0.65,,Absent,Half Day
253,47436,47436,Austin Watson,P003,IT,Manufacturing,C3,Engineer,t,Holiday,17/03/2025,12:34 PM,01:16 AM,7.8,1.25,0.54,,Present,Half Day
254,46968,46968,Joy Bell,P002,Quality,Accounting,C5,Engineer,t,Working Day (G),12/03/2025,04:11 AM,03:16 PM,7.84,0.91,0.61,,Leave,Leave
255,45043,45043,Donna Russell,P005,IT,Accounting,C3,Manager,t,Holiday,28/02/2025,11:05 PM,11:23 PM,7.88,0.61,0.74,,Absent Half Day,Half Day
256,40284,40284,Judy Thomas,P002,Production,Manufacturing,C5,Engineer,t,Working Day (G),03/03/2025,09:42 AM,07:12 AM,6.75,1.75,0.29,,Absent,Leave
257,41824,41824,Gail Reese,P003,IT,Recruitment,C3,Executive,t,Weekend,01/03/2025,11:48 PM,09:13 PM,6.6,1.63,0.05,,Leave,Leave
258,38657,38657,Joshua Brandt,P001,Finance,Accounting,C2,Engineer,t,Weekend,17/03/2025,10:41 AM,07:45 AM,6.09,1.42,0.02,,Absent,Half Day
259,33189,33189,Elizabeth Thompson,P002,HR,Accounting,C5,Supervisor,t,Holiday,27/02/2025,08:22 AM,05:37 PM,6.8,1.96,0.97,,Present,Half Day
260,31835,31835,Jordan Mayer,P005,IT,Recruitment,C2,Engineer,t,Working Day (G),01/03/2025,08:15 PM,04:53 AM,7.03,1.53,0.18,,Leave,Half Day
261,37263,37263,Matthew Clark,P003,IT,Recruitment,C5,Manager,t,Working Day (G),14/03/2025,01:48 AM,04:21 AM,6.12,1.54,0.8,,Leave,Full Day
262,44584,44584,Alison Smith,P003,Quality,Accounting,C4,Supervisor,t,Working Day (G),12/03/2025,09:07 PM,02:21 AM,7.31,1.56,0.08,,Absent Half Day,Leave
263,45157,45157,Matthew Guerrero,P003,IT,Manufacturing,C1,Executive,t,Holiday,10/03/2025,10:37 AM,12:38 PM,7.28,0.95,0.17,,Present,Half Day
264,39537,39537,Cynthia Owen,P001,IT,Accounting,C3,DM,t,Weekend,16/03/2025,08:49 AM,12:38 AM,8.8,0.17,0.63,,Leave,Half Day
265,40387,40387,Eric Olson,P003,Production,Recruitment,C2,Supervisor,t,Weekend,21/03/2025,04:00 AM,05:23 AM,6.72,1.96,0.2,,Absent Half Day,Leave
266,41682,41682,Charles Shelton,P001,Finance,Recruitment,C4,Engineer,t,Weekend,25/02/2025,08:55 PM,10:48 AM,6.29,0.34,0.39,,Absent,Half Day
267,49156,49156,Diamond Brooks,P001,HR,Support,C5,Executive,t,Weekend,19/03/2025,08:24 PM,02:19 PM,7.78,0.84,0.57,,Present,Full Day
268,38283,38283,Charlene Black,P001,Production,Manufacturing,C4,DM,t,Holiday,27/02/2025,12:08 PM,09:36 AM,8.1,0.74,0.77,,Absent Half Day,Leave
269,30844,30844,Janet Stokes,P005,Finance,Manufacturing,C5,Executive,t,Holiday,11/03/2025,01:23 AM,05:28 PM,8.93,0.8,0.64,,Absent,Half Day
270,33523,33523,Vanessa Elliott,P001,Production,Support,C4,Engineer,t,Holiday,16/03/2025,07:59 AM,04:24 PM,6.99,0.26,0.78,,Present,Full Day
271,49816,49816,Nicole Ramirez,P001,IT,Recruitment,C4,Manager,t,Weekend,27/02/2025,01:48 AM,04:08 AM,7.0,1.47,0.53,,Leave,Half Day
272,49487,49487,Virginia Lee,P005,Finance,Warranty,C1,DM,t,Holiday,22/03/2025,01:25 PM,08:39 AM,8.63,0.78,0.57,,Absent,Full Day
273,40316,40316,Michael Newman,P001,Production,Manufacturing,C1,Engineer,t,Working Day (G),15/03/2025,03:48 PM,04:08 AM,6.2,0.8,0.13,,Absent,Full Day
274,41789,41789,Kenneth Cannon,P002,Finance,Warranty,C5,Supervisor,t,Weekend,24/03/2025,03:25 PM,07:08 PM,7.92,1.23,0.47,,Leave,Leave
275,35536,35536,Cameron Snyder,P003,IT,Recruitment,C2,DM,t,Holiday,13/03/2025,06:09 PM,06:06 PM,6.41,0.54,0.9,,Absent Half Day,Half Day
276,43535,43535,Johnny Lewis,P003,HR,Warranty,C4,Engineer,t,Holiday,17/03/2025,04:29 AM,08:02 PM,6.8,0.48,0.76,,Leave,Full Day
277,38132,38132,Kyle Reyes,P004,IT,Manufacturing,C2,Executive,t,Holiday,12/03/2025,09:38 AM,09:24 PM,8.09,0.98,0.96,,Leave,Full Day
278,39445,39445,Karen Gonzalez,P005,IT,Warranty,C2,Supervisor,t,Weekend,11/03/2025,03:01 PM,03:31 PM,6.71,0.92,0.53,,Present,Full Day
279,49204,49204,Judy Williams,P005,Finance,Warranty,C1,Engineer,t,Working Day (G),05/03/2025,11:23 PM,10:29 AM,7.91,1.7,0.96,,Absent,Half Day
280,41239,41239,Christopher King,P005,HR,Manufacturing,C4,Manager,t,Weekend,26/02/2025,03:48 PM,08:05 PM,6.53,1.77,0.5,,Present,Full Day
281,35904,35904,Donna Johnson,P003,Finance,Support,C2,Executive,t,Working Day (G),25/02/2025,03:26 AM,06:23 PM,8.08,0.56,0.99,,Absent,Leave
282,49363,49363,Edwin Davis,P004,HR,Accounting,C5,Supervisor,t,Weekend,12/03/2025,12:18 AM,07:39 PM,7.81,0.6,0.79,,Absent Half Day,Full Day
283,35780,35780,Gary Kelley,P001,HR,Warranty,C3,Executive,t,Working Day (G),07/03/2025,10:13 PM,05:17 PM,8.27,1.54,0.5,,Absent,Half Day
284,42838,42838,David Bailey,P003,IT,Manufacturing,C2,Manager,t,Weekend,28/02/2025,02:07 AM,11:35 AM,7.57,0.39,0.47,,Absent,Leave
285,48514,48514,Carolyn Collins,P002,Production,Warranty,C3,DM,t,Holiday,26/02/2025,02:00 PM,06:12 AM,6.33,0.28,0.11,,Absent Half Day,Full Day
286,39440,39440,Danielle Farrell,P003,Finance,Warranty,C3,Engineer,t,Holiday,20/03/2025,11:14 AM,05:37 PM,8.92,0.9,0.12,,Absent Half Day,Half Day
287,38432,38432,Jennifer Lawrence,P002,IT,Manufacturing,C3,Manager,t,Working Day (G),14/03/2025,06:36 AM,11:17 AM,8.9,0.31,0.22,,Leave,Leave
288,31963,31963,Crystal Long,P004,HR,Support,C1,Manager,t,Holiday,14/03/2025,04:51 PM,05:38 PM,7.17,0.11,0.87,,Absent,Half Day
289,43347,43347,Glen Santos,P003,HR,Recruitment,C4,Engineer,t,Working Day (G),18/03/2025,12:03 AM,09:00 AM,6.78,1.17,0.01,,Leave,Half Day
290,43150,43150,Rebecca Vasquez,P002,Quality,Recruitment,C5,Executive,t,Weekend,22/03/2025,10:11 AM,08:15 PM,8.73,1.29,0.07,,Absent,Leave
291,43373,43373,Krista Hunter,P005,Quality,Warranty,C2,Executive,t,Holiday,07/03/2025,03:45 PM,01:22 AM,7.36,1.18,0.21,,Absent Half Day,Half Day
292,47155,47155,Alexis Elliott,P002,Finance,Recruitment,C4,Engineer,t,Working Day (G),28/02/2025,09:25 PM,10:14 AM,8.43,1.47,0.87,,Present,Half Day
293,47823,47823,Sandra Adams,P004,HR,Support,C5,Supervisor,t,Working Day (G),24/03/2025,10:47 PM,03:27 PM,8.97,0.69,0.0,,Absent,Half Day
294,47447,47447,Meredith Morales,P004,Quality,Manufacturing,C3,DM,t,Holiday,03/03/2025,04:43 AM,06:58 AM,8.93,0.29,0.84,,Leave,Half Day
295,43313,43313,Christine Stevens,P003,Finance,Warranty,C2,DM,t,Working Day (G),01/03/2025,02:52 AM,10:16 AM,8.86,1.62,0.28,,Present,Half Day
296,36131,36131,Jennifer Soto,P005,Production,Recruitment,C3,Engineer,t,Working Day (G),24/02/2025,09:45 PM,05:41 PM,8.68,1.8,0.1,,Absent,Full Day
297,35918,35918,Jennifer Higgins,P002,Finance,Warranty,C5,Supervisor,t,Working Day (G),21/03/2025,03:30 AM,02:02 PM,6.34,0.9,0.27,,Absent,Full Day
298,32237,32237,Brandon Myers,P001,IT,Manufacturing,C5,Engineer,t,Weekend,13/03/2025,05:23 AM,02:58 PM,8.72,1.03,0.85,,Leave,Full Day
299,35080,35080,Timothy Ramos,P002,IT,Warranty,C4,Engineer,t,Weekend,20/03/2025,06:09 PM,03:05 PM,8.38,0.0,0.52,,Absent,Leave
300,49321,49321,Ryan Green,P002,Production,Accounting,C3,Engineer,t,Weekend,25/02/2025,07:05 AM,06:53 AM,6.84,0.39,0.93,,Present,Full Day
301,38002,38002,Alexis Mccann,P001,IT,Recruitment,C4,Executive,t,Holiday,23/03/2025,10:34 AM,10:07 AM,7.9,1.25,0.92,,Absent,Leave
302,43085,43085,Rebecca Davis,P002,HR,Manufacturing,C3,Manager,t,Holiday,23/03/2025,12:57 AM,02:01 PM,8.68,1.19,0.51,,Present,Half Day
303,30947,30947,Gina Craig,P002,Quality,Manufacturing,C5,DM,t,Weekend,20/03/2025,04:36 PM,06:10 PM,8.63,0.7,0.5,,Absent Half Day,Leave
304,43333,43333,Rebecca Carr,P001,IT,Manufacturing,C1,Supervisor,t,Holiday,10/03/2025,06:58 AM,07:03 PM,6.71,0.6,0.7,,Present,Leave
305,31143,31143,Joshua Sawyer,P005,IT,Recruitment,C2,DM,t,Weekend,07/03/2025,09:55 PM,12:30 PM,6.24,0.34,0.13,,Leave,Full Day
306,35884,35884,Chelsea Green,P001,HR,Support,C4,DM,t,Working Day (G),14/03/2025,07:07 PM,09:05 AM,8.04,1.14,0.48,,Present,Full Day
307,47479,47479,John Brock,P004,Finance,Accounting,C1,Engineer,t,Working Day (G),26/02/2025,09:18 PM,05:41 AM,8.45,0.95,0.98,,Absent,Leave
308,30978,30978,Nicholas Valdez,P004,Quality,Support,C1,DM,t,Holiday,26/02/2025,11:55 AM,11:00 AM,6.19,1.67,0.83,,Absent Half Day,Half Day
309,44002,44002,Brandon Davis,P005,Production,Accounting,C2,DM,t,Weekend,12/03/2025,06:54 AM,07:09 PM,8.86,0.8,0.71,,Absent,Leave
310,49007,49007,Andrew Foster,P001,IT,Recruitment,C2,DM,t,Holiday,07/03/2025,09:57 AM,05:58 PM,6.13,1.36,0.52,,Absent Half Day,Leave
311,43148,43148,Matthew Long,P005,IT,Accounting,C3,Engineer,t,Holiday,20/03/2025,02:47 AM,05:42 AM,7.81,1.49,0.98,,Absent,Half Day
312,39528,39528,Brian Sutton,P005,Quality,Manufacturing,C1,Supervisor,t,Weekend,24/02/2025,08:18 AM,12:23 PM,8.03,0.3,0.65,,Leave,Full Day
313,36333,36333,Shelly Smith,P002,Production,Recruitment,C1,DM,t,Holiday,21/03/2025,08:02 AM,01:59 PM,7.81,1.56,0.75,,Present,Half Day
314,49361,49361,Jack Bullock,P004,Production,Recruitment,C2,Executive,t,Weekend,19/03/2025,04:35 PM,12:30 AM,6.46,0.51,0.68,,Leave,Full Day
315,43658,43658,Hayley Williams,P005,Production,Manufacturing,C4,Manager,t,Holiday,22/03/2025,08:10 AM,06:44 AM,8.65,0.6,0.41,,Absent Half Day,Half Day
316,36507,36507,Brenda Simon,P001,Quality,Manufacturing,C1,DM,t,Holiday,15/03/2025,06:01 AM,03:38 PM,7.96,1.06,0.31,,Present,Leave
317,30332,30332,Sara Guerrero,P002,Finance,Manufacturing,C2,Executive,t,Working Day (G),10/03/2025,07:29 PM,06:45 PM,6.79,1.31,0.28,,Leave,Full Day
318,30547,30547,Kurt Little,P003,IT,Manufacturing,C2,Executive,t,Working Day (G),22/03/2025,02:48 AM,07:19 AM,6.0,1.86,0.52,,Present,Half Day
319,41694,41694,Nancy Shepard,P002,Finance,Manufacturing,C1,Executive,t,Weekend,17/03/2025,07:05 AM,01:58 PM,6.48,1.26,0.22,,Absent Half Day,Leave
320,35997,35997,Brittany Zuniga,P003,Production,Warranty,C1,Engineer,t,Holiday,07/03/2025,07:27 AM,01:08 PM,7.91,0.02,0.76,,Leave,Leave
